gr.K;gr.1;gr.2;gr.3;cltype.small;cltype.reg;cltype.reg.A;hdeg.ASSOC;hdeg.BS.BA;hdeg.MS.MA.MEd;hdeg.MA.;hdeg.Ed.S;hdeg.Ed.D.Ph.D;clad.NOT;clad.APPR;clad.PROB;clad.PEND;clad.1;clad.2;clad.3;exp.p;read.p;math.p;ses.F;ses.N;schtype.inner;schtype.suburb;schtype.rural;schtype.urban;sx.M;sx.F;yrs.0;yrs.1;yrs.2;yrs.3
17324;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;17;544;538;1;0;1;0;0;0;0;1;0;1;0;0
17325;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;5;582;579;1;0;1;0;0;0;0;1;0;0;1;0
17326;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;14;622;639;1;0;1;0;0;0;0;1;0;0;0;1
17327;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;26;519;535;1;0;1;0;0;0;0;1;0;1;0;0
17328;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;4;530;556;0;1;1;0;0;0;0;1;0;0;1;0
17329;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;7;572;588;0;1;1;0;0;0;0;1;0;0;0;1
17330;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;3;461;602;0;1;0;0;1;0;1;0;1;0;0;0
17331;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;17;579;592;0;1;0;0;1;0;1;0;0;1;0;0
17332;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;17;627;611;0;1;0;0;1;0;1;0;0;0;1;0
17333;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;458;489;0;1;0;1;0;0;0;1;1;0;0;0
17334;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;8;548;562;0;1;0;1;0;0;0;1;0;1;0;0
17335;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;643;699;0;1;0;1;0;0;0;1;0;0;1;0
17336;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;8;680;672;0;1;0;1;0;0;0;1;0;0;0;1
17337;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;18;608;593;1;0;0;0;1;0;1;0;0;0;1;0
17338;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;6;626;659;0;1;0;0;1;0;1;0;0;0;0;1
17339;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;39;425;404;1;0;0;0;1;0;1;0;0;1;0;0
17340;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;3;500;559;0;1;0;1;0;0;1;0;1;0;0;0
17341;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;524;572;1;0;0;1;0;0;1;0;0;1;0;0
17342;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;12;571;659;1;0;0;1;0;0;1;0;0;0;1;0
17343;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;7;597;594;0;1;0;1;0;0;1;0;0;0;0;1
17344;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;18;489;530;1;0;0;0;1;0;1;0;0;0;1;0
17345;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;8;439;559;1;0;0;0;1;0;1;0;1;0;0;0
17346;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;7;548;592;0;1;0;0;1;0;1;0;0;1;0;0
17347;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;8;564;589;0;1;0;1;0;0;1;0;0;0;0;1
17348;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;33;497;484;1;0;0;1;0;0;1;0;0;1;0;0
17349;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;25;557;518;1;0;0;1;0;0;1;0;0;0;1;0
17350;0;0;0;1;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;21;543;519;0;1;0;1;0;0;1;0;0;0;0;1
17351;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;445;547;0;1;0;1;0;0;1;0;1;0;0;0
17352;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;20;463;494;0;1;0;0;1;0;1;0;1;0;0;0
17353;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;19;573;574;1;0;0;0;0;1;0;1;0;0;0;1
17354;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;6;436;463;1;0;0;0;1;0;1;0;1;0;0;0
17355;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;19;670;678;0;1;0;0;0;1;0;1;0;0;0;1
17356;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;7;470;536;1;0;0;0;1;0;0;1;1;0;0;0
17357;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;15;571;601;1;0;0;0;1;0;0;1;0;1;0;0
17358;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;12;430;454;0;1;0;0;1;0;0;1;1;0;0;0
17359;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;15;571;562;0;1;0;0;1;0;0;1;0;1;0;0
17360;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;10;604;603;0;1;0;0;1;0;0;1;0;0;1;0
17361;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;13;608;586;0;1;0;0;1;0;0;1;0;0;0;1
17362;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;8;443;423;1;0;0;0;1;0;1;0;1;0;0;0
17363;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;19;442;486;1;0;0;0;1;0;1;0;0;1;0;0
17364;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;6;494;579;1;0;0;0;1;0;1;0;0;0;1;0
17365;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;21;455;576;0;1;0;0;0;1;0;1;1;0;0;0
17366;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;10;407;412;0;1;0;0;1;0;1;0;1;0;0;0
17367;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;7;489;556;0;1;0;0;1;0;1;0;0;0;1;0
17368;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;5;529;583;1;0;0;0;1;0;1;0;0;0;0;1
17369;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;10;620;583;1;0;0;1;0;0;0;1;0;0;0;1
17370;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;3;411;434;1;0;0;0;1;0;0;1;1;0;0;0
17371;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;21;485;502;1;0;0;0;1;0;0;1;0;1;0;0
17372;0;0;1;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;39;539;495;1;0;0;0;1;0;0;1;0;0;1;0
17373;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;6;550;535;1;0;0;0;1;0;0;1;0;0;0;1
17374;0;0;0;1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;665;631;0;1;0;0;1;0;0;1;0;0;0;1
17375;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;7;490;545;1;0;0;1;0;0;1;0;0;1;0;0
17376;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;31;550;556;0;1;0;1;0;0;1;0;0;0;1;0
17377;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;5;564;589;0;1;0;1;0;0;1;0;0;0;0;1
17378;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;8;422;459;0;1;0;0;1;0;1;0;1;0;0;0
17379;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;8;485;479;0;1;0;0;1;0;1;0;0;1;0;0
17380;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;13;575;540;0;1;0;0;1;0;1;0;0;0;1;0
17381;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;4;608;610;0;1;0;0;1;0;1;0;0;0;0;1
17382;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;11;580;612;1;0;0;0;1;0;1;0;0;0;0;1
17383;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;12;572;571;1;0;0;0;1;0;1;0;0;0;0;1
17384;0;0;0;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;2;665;678;0;1;0;0;0;1;1;0;0;0;0;1
17385;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;3;516;507;1;0;0;0;1;0;0;1;0;1;0;0
17386;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;11;547;535;0;1;0;0;1;0;0;1;0;0;1;0
17387;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;4;572;571;0;1;0;0;1;0;0;1;0;0;0;1
17388;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;410;429;1;0;1;0;0;0;1;0;1;0;0;0
17389;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;5;430;494;0;1;0;0;1;0;0;1;1;0;0;0
17390;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;23;651;601;0;1;0;0;1;0;0;1;0;1;0;0
17391;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;20;650;620;0;1;0;0;1;0;0;1;0;0;1;0
17392;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;9;644;678;0;1;0;0;1;0;0;1;0;0;0;1
17393;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;14;451;494;0;1;0;0;1;0;1;0;1;0;0;0
17394;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;11;558;584;1;0;0;0;1;0;1;0;0;1;0;0
17395;0;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;2;614;615;1;0;0;0;1;0;1;0;0;0;1;0
17396;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;15;639;626;0;1;0;0;1;0;1;0;0;0;0;1
17397;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;7;488;546;0;1;0;0;1;0;1;0;0;0;1;0
17398;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;15;422;459;1;0;0;0;1;0;0;1;1;0;0;0
17399;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;3;627;576;0;1;0;0;1;0;1;0;1;0;0;0
17400;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;17;651;601;0;1;0;0;1;0;1;0;0;1;0;0
17401;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;17;614;674;0;1;0;0;1;0;1;0;0;0;1;0
17402;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;13;728;672;0;1;0;0;1;0;1;0;0;0;0;1
17403;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;11;425;459;1;0;0;0;1;0;1;0;1;0;0;0
17404;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;7;405;468;1;0;1;0;0;0;1;0;1;0;0;0
17405;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;3;468;486;1;0;1;0;0;0;1;0;0;1;0;0
17406;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;14;542;552;1;0;1;0;0;0;1;0;0;0;1;0
17407;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;19;550;567;1;0;1;0;0;0;1;0;0;0;0;1
17408;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;18;651;627;0;1;0;1;0;0;0;1;0;1;0;0
17409;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;13;654;651;0;1;0;1;0;0;0;1;0;0;0;1
17410;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;25;505;549;0;1;0;1;0;0;1;0;0;1;0;0
17411;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;5;591;584;0;1;0;1;0;0;1;0;0;0;1;0
17412;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;10;427;454;1;0;1;0;0;0;1;0;1;0;0;0
17413;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;16;602;626;1;0;1;0;0;0;0;1;0;0;1;0
17414;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;553;545;1;0;1;0;0;0;0;1;0;1;0;0
17415;0;0;0;1;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;23;600;648;1;0;1;0;0;0;0;1;0;0;0;1
17416;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;22;600;610;0;1;0;0;1;0;0;1;0;0;0;1
17417;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;8;474;535;0;1;0;1;0;0;1;0;0;1;0;0
17418;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;7;437;444;0;1;0;0;1;0;1;0;1;0;0;0
17419;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;5;501;584;0;1;0;0;1;0;1;0;0;1;0;0
17420;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;15;557;620;0;1;0;0;1;0;1;0;0;0;1;0
17421;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;9;570;624;0;1;0;0;1;0;1;0;0;0;0;1
17422;0;0;1;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;4;579;568;1;0;0;0;1;0;0;1;0;0;1;0
17423;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;14;580;608;1;0;0;0;1;0;0;1;0;0;0;1
17424;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;5;431;472;1;0;0;0;1;0;1;0;0;1;0;0
17425;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;7;428;449;1;0;0;1;0;0;0;1;1;0;0;0
17426;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;9;467;506;0;1;0;0;1;0;1;0;1;0;0;0
17427;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;9;651;676;0;1;0;0;1;0;1;0;0;1;0;0
17428;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;11;732;674;0;1;0;0;1;0;1;0;0;0;1;0
17429;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;29;543;530;1;0;1;0;0;0;1;0;0;0;0;1
17430;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;8;433;449;0;1;0;1;0;0;1;0;1;0;0;0
17431;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;24;629;616;1;0;0;1;0;0;0;1;0;0;0;1
17432;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;20;650;648;0;1;0;1;0;0;1;0;0;0;0;1
17433;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;17;408;423;1;0;1;0;0;0;0;1;1;0;0;0
17434;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;25;540;584;0;1;0;1;0;0;1;0;0;1;0;0
17435;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;9;419;500;1;0;1;0;0;0;0;1;1;0;0;0
17436;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2;462;520;1;0;1;0;0;0;0;1;0;1;0;0
17437;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;5;407;459;1;0;0;0;1;0;1;0;1;0;0;0
17438;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;19;488;520;1;0;0;0;1;0;1;0;0;1;0;0
17439;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;19;557;536;1;0;0;0;1;0;1;0;0;0;1;0
17440;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;22;593;624;1;0;0;0;1;0;1;0;0;0;0;1
17441;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;8;558;567;0;1;1;0;0;0;1;0;0;1;0;0
17442;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;554;559;0;1;1;0;0;0;1;0;0;0;1;0
17443;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;5;629;616;1;0;1;0;0;0;1;0;0;0;0;1
17444;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;2;411;449;1;0;0;0;1;0;1;0;1;0;0;0
17445;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;3;553;601;1;0;0;0;1;0;1;0;0;1;0;0
17446;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;13;637;590;1;0;0;0;1;0;1;0;0;0;1;0
17447;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;8;665;610;1;0;0;0;1;0;1;0;0;0;0;1
17448;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;7;438;518;0;1;0;0;0;1;1;0;0;1;0;0
17449;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;9;580;631;0;1;0;0;0;1;1;0;0;0;0;1
17450;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;11;418;459;1;0;1;0;0;0;1;0;1;0;0;0
17451;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;11;445;493;1;0;1;0;0;0;1;0;0;1;0;0
17452;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;11;455;484;1;0;0;0;0;1;1;0;1;0;0;0
17453;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;8;485;602;0;1;0;0;0;1;0;1;1;0;0;0
17454;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;13;547;596;0;1;0;0;1;0;1;0;0;0;1;0
17455;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;17;572;636;1;0;0;0;1;0;1;0;0;0;0;1
17456;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;20;472;489;0;1;0;0;1;0;0;1;1;0;0;0
17457;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;5;647;645;0;1;1;0;0;0;1;0;0;0;0;1
17458;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;17;524;529;0;1;1;0;0;0;1;0;0;1;0;0
17459;0;0;1;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;2;591;545;0;1;1;0;0;0;1;0;0;0;1;0
17460;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;590;584;1;0;0;1;0;0;0;1;0;1;0;0
17461;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;14;643;620;1;0;0;1;0;0;0;1;0;0;1;0
17462;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;18;553;538;0;1;0;1;0;0;0;1;0;1;0;0
17463;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;11;405;418;1;0;0;0;1;0;1;0;1;0;0;0
17464;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;24;490;538;0;1;1;0;0;0;0;1;0;1;0;0
17465;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;11;557;579;0;1;1;0;0;0;0;1;0;0;1;0
17466;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;20;580;624;0;1;1;0;0;0;0;1;0;0;0;1
17467;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;17;536;510;1;0;0;0;0;1;0;1;0;1;0;0
17468;0;0;0;1;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;31;583;604;1;0;0;0;0;1;0;1;0;0;0;1
17469;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;15;521;510;0;1;0;0;1;0;0;1;0;1;0;0
17470;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;20;575;570;0;1;0;0;1;0;0;1;0;0;1;0
17471;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;9;599;579;0;1;0;0;1;0;0;1;0;0;0;1
17472;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;11;453;474;1;0;1;0;0;0;1;0;0;1;0;0
17473;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;17;600;614;0;1;0;0;1;0;1;0;0;0;0;1
17474;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;25;512;557;0;1;0;1;0;0;0;1;0;1;0;0
17475;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;5;582;584;0;1;0;1;0;0;0;1;0;0;1;0
17476;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;20;612;634;0;1;0;1;0;0;0;1;0;0;0;1
17477;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;24;440;439;1;0;1;0;0;0;1;0;1;0;0;0
17478;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;6;519;477;1;0;1;0;0;0;1;0;0;1;0;0
17479;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;713;684;0;1;0;0;0;1;0;1;0;0;0;1
17480;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;9;427;459;0;1;0;0;1;0;1;0;1;0;0;0
17481;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;13;590;572;0;1;0;0;1;0;1;0;0;1;0;0
17482;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;4;661;624;0;1;0;0;1;0;1;0;0;0;0;1
17483;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;5;600;556;1;0;1;0;0;0;0;1;0;0;0;1
17484;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;23;512;507;0;1;0;1;0;0;1;0;0;1;0;0
17485;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;33;604;596;0;1;0;1;0;0;1;0;0;0;1;0
17486;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;17;405;405;1;0;1;0;0;0;0;1;1;0;0;0
17487;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;8;597;659;0;1;0;1;0;0;1;0;0;0;0;1
17488;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;2;445;513;0;1;0;0;1;0;0;1;1;0;0;0
17489;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;18;553;572;0;1;0;0;1;0;0;1;0;1;0;0
17490;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;15;637;615;0;1;0;0;1;0;0;1;0;0;1;0
17491;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;15;661;663;0;1;0;0;1;0;0;1;0;0;0;1
17492;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;7;439;513;1;0;1;0;0;0;0;1;1;0;0;0
17493;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;14;474;513;0;1;0;0;0;1;0;1;1;0;0;0
17494;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;20;604;612;0;1;0;0;0;1;0;1;0;1;0;0
17495;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;15;643;674;0;1;0;0;0;1;0;1;0;0;1;0
17496;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;18;593;557;1;0;0;1;0;0;1;0;0;0;1;0
17497;0;0;0;1;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;8;582;538;1;0;0;1;0;0;1;0;0;0;0;1
17498;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;9;558;562;1;0;0;0;1;0;1;0;0;1;0;0
17499;0;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;2;627;648;1;0;0;0;1;0;1;0;0;0;1;0
17500;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;19;624;631;1;0;0;0;1;0;1;0;0;0;0;1
17501;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;3;416;470;1;0;1;0;0;0;0;1;0;1;0;0
17502;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;4;521;515;1;0;1;0;0;0;0;1;0;0;1;0
17503;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;6;540;557;0;1;0;0;1;0;0;1;0;1;0;0
17504;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;2;636;614;1;0;0;0;1;0;0;1;0;0;0;1
17505;0;1;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;2;463;458;0;1;0;0;1;0;0;1;0;1;0;0
17506;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;5;539;533;0;1;0;1;0;0;1;0;0;0;1;0
17507;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;20;567;574;0;1;0;1;0;0;1;0;0;0;0;1
17508;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;15;459;578;1;0;0;0;1;0;1;0;0;1;0;0
17509;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;22;626;604;1;0;1;0;0;0;0;1;0;0;0;1
17510;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;5;407;423;1;0;1;0;0;0;1;0;1;0;0;0
17511;0;1;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;5;478;474;1;0;1;0;0;0;1;0;0;1;0;0
